CÓDIGO PERSONA;EMPRESA;EDAD;SEXO;"ACTIVO/ CESADO 
(Data 07/12)";SEGMENTO;SEGMENTO_PERSONAL;CATEGORÍA_PERSONAL;POSICIÓN;UO3;UO2;NACIONAL/ EXTRANJERO;AGRUPADOR;EVENTO DE APRENDIZAJE;FECHA DE INICIO;FECHA DE TÉRMINO;MES DE INICIO;TOTAL HORAS POR PERSONA;HORAS POR CURSO;CAPACIDAD;MODALIDAD;INVERSIÓN PERCAPITA (US$);DOCENTE/INSTITUCIÓN;ASISTENCIA
6542471;Rimac Seguros y Reasegrs;26;Masculino;ACTIVO;Jefe;ADMINISTRATIVOS;JEFE;AGILE COACH;CENTRO EXCELENCIA AGIL;TRANSFORMACION AGIL;NACIONAL;LEARNING;Certificación RRGG;5/11/2020;5/11/2020;11;1;;NEGOCIO;VIRTUAL;0;Víctor Vera;ASISTIÓ
6541064;Rimac Seguros y Reasegrs;48;Femenino;ACTIVO;Jefe;ADMINISTRATIVOS;JEFE;JEFE GESTION SERVICIOS OPERATIVOS;EMISION;DIVISION DISTRIBUCION;NACIONAL;LEARNING;Certificación RRGG;5/11/2020;5/11/2020;11;1;;NEGOCIO;VIRTUAL;0;Víctor Vera;ASISTIÓ
6500666;Rimac Seguros y Reasegrs;41;Femenino;ACTIVO;Empleado;ADMINISTRATIVOS;COLABORADOR;EJECUTIVO SEGUROS Y FINANCIAMIENTOS;CANALES;DIVISION DISTRIBUCION;NACIONAL;LEARNING;Certificación RRGG;5/11/2020;5/11/2020;11;1;;NEGOCIO;VIRTUAL;0;Víctor Vera;ASISTIÓ
6500015;Rimac Seguros y Reasegrs;59;Masculino;ACTIVO;Empleado;ADMINISTRATIVOS;COLABORADOR;SUPERVISOR CONTROL CALIDAD OPERACIONES;SUSCRIPCION RIESGOS PATRIMONIALES;DIVISION SEGUROS EMPRESAS;NACIONAL;LEARNING;Certificación RRGG;5/11/2020;5/11/2020;11;1;;NEGOCIO;VIRTUAL;0;Víctor Vera;ASISTIÓ
6529539;Rimac Seguros y Reasegrs;33;Femenino;ACTIVO;Jefe;ADMINISTRATIVOS;JEFE;GERENTE DE AGENCIA;CANALES;DIVISION DISTRIBUCION;NACIONAL;LEARNING;Certificación RRGG;5/11/2020;5/11/2020;11;1;;NEGOCIO;VIRTUAL;0;Víctor Vera;ASISTIÓ
6541626;Rimac Seguros y Reasegrs;27;Femenino;ACTIVO;Practicante;PRACTICANTE;PRACTICANTE;PRACTICANTE;ARQUITECTURA TI;TECNOLOGIA DE INFORMACION;NACIONAL;LEARNING;Certificación RRGG;5/11/2020;5/11/2020;11;1;;NEGOCIO;VIRTUAL;0;Víctor Vera;ASISTIÓ
6501121;Rimac Seguros y Reasegrs;42;Masculino;ACTIVO;Empleado;ADMINISTRATIVOS;COLABORADOR;EJECUTIVO SR DE OPERACIONES;EMISION;DIVISION DISTRIBUCION;NACIONAL;LEARNING;Certificación RRGG;5/11/2020;5/11/2020;11;1;;NEGOCIO;VIRTUAL;0;Víctor Vera;ASISTIÓ
6501652;Rimac Seguros y Reasegrs;36;Masculino;ACTIVO;Empleado;ADMINISTRATIVOS;COLABORADOR;SUSCRIPTOR;SUSCRIPCION RIESGOS PATRIMONIALES;DIVISION SEGUROS EMPRESAS;NACIONAL;LEARNING;Certificación RRGG;5/11/2020;5/11/2020;11;1;;NEGOCIO;VIRTUAL;0;Víctor Vera;ASISTIÓ
6501160;Rimac Seguros y Reasegrs;37;Femenino;ACTIVO;Empleado;ADMINISTRATIVOS;COLABORADOR;EJECUTIVO DE OPERACIONES;ROYAL;DIVISION SEGUROS PERSONAS Y SALUD;NACIONAL;LEARNING;Certificación RRGG;5/11/2020;5/11/2020;11;1;;NEGOCIO;VIRTUAL;0;Víctor Vera;ASISTIÓ
6500437;Rimac Seguros y Reasegrs;52;Femenino;ACTIVO;Empleado;ADMINISTRATIVOS;COLABORADOR;CAPACITADOR;CANALES;DIVISION DISTRIBUCION;NACIONAL;LEARNING;Certificación RRGG;5/11/2020;5/11/2020;11;1;;NEGOCIO;VIRTUAL;0;Víctor Vera;ASISTIÓ
6525424;Rimac S.A. EPS;28;Femenino;ACTIVO;Empleado;ADMINISTRATIVOS;COLABORADOR;REPRESENTANTE EN CLIENTES;CORREDORES ESTRATEGICOS;DIVISION SEGUROS EMPRESAS;NACIONAL;LEARNING;Certificación RRGG;5/11/2020;5/11/2020;11;1;;NEGOCIO;VIRTUAL;0;Víctor Vera;ASISTIÓ
6541564;Rimac Seguros y Reasegrs;29;Masculino;ACTIVO;Jefe;ADMINISTRATIVOS;JEFE;ARQUITECTO DE SOLUCION;ARQUITECTURA TI;TECNOLOGIA DE INFORMACION;NACIONAL;LEARNING;Certificación RRGG;5/11/2020;5/11/2020;11;1;;NEGOCIO;VIRTUAL;0;Víctor Vera;ASISTIÓ
6504604;Rimac S.A. EPS;44;Femenino;ACTIVO;Empleado;ADMINISTRATIVOS;COLABORADOR;ADMINISTRADOR DE CUENTAS;CORREDORES ESTRATEGICOS;DIVISION SEGUROS EMPRESAS;NACIONAL;LEARNING;Certificación RRGG;5/11/2020;5/11/2020;11;1;;NEGOCIO;VIRTUAL;0;Víctor Vera;ASISTIÓ
6525018;Rimac Seguros y Reasegrs;29;Masculino;ACTIVO;Sub-Gerente;GERENCIAL;SGTE;TRADER SR;MESA DE NEGOCIACION;DIVISION INVERSIONES;NACIONAL;LEARNING;Certificación RRGG;5/11/2020;5/11/2020;11;1;;NEGOCIO;VIRTUAL;0;Víctor Vera;ASISTIÓ
6537836;Rimac Seguros y Reasegrs;27;Masculino;ACTIVO;Empleado;ADMINISTRATIVOS;COLABORADOR;ANALISTA PROTECCION AL CONSUMIDOR;ASESORIA JURIDICA CONTENCIOSA;DIVISION LEGAL Y REGULACION;NACIONAL;LEARNING;Certificación RRGG;5/11/2020;5/11/2020;11;1;;NEGOCIO;VIRTUAL;0;Víctor Vera;ASISTIÓ
6504092;Rimac Seguros y Reasegrs;40;Femenino;ACTIVO;Empleado;ATENCION AL CLIENTE;MASIVOS FRONT;REPRESENTANTE ATENCION EMERGENCIA;EXPERIENCIA DEL CLIENTE;DIVISION DISTRIBUCION;NACIONAL;LEARNING;Certificación RRGG;5/11/2020;5/11/2020;11;1;;NEGOCIO;VIRTUAL;0;Víctor Vera;ASISTIÓ
6540748;Rimac S.A. EPS;33;Femenino;ACTIVO;Empleado;ADMINISTRATIVOS;COLABORADOR;EJECUTIVO DE OPERACIONES;SALUD;DIVISION SEGUROS PERSONAS Y SALUD;NACIONAL;LEARNING;Certificación RRGG;5/11/2020;5/11/2020;11;1;;NEGOCIO;VIRTUAL;0;Víctor Vera;ASISTIÓ
6540755;Rimac Seguros y Reasegrs;31;Masculino;ACTIVO;Empleado;ADMINISTRATIVOS;COLABORADOR;ANALISTA SR RELACIONES LABORALES;RELACIONES LABORALES;DIVISION GESTION Y DESARROLLO HUMANO;NACIONAL;LEARNING;Certificación RRGG;5/11/2020;5/11/2020;11;1;;NEGOCIO;VIRTUAL;0;Víctor Vera;ASISTIÓ
6541070;Rimac Seguros y Reasegrs;32;Masculino;CESADO;Jefe;ADMINISTRATIVOS;JEFE;JEFE RIESGOS TECNICOS;ADMINISTRACION Y CONTROL DE RIESGOS;DIVISION FINANZAS Y CONTROL DE RIESGO;NACIONAL;LEARNING;Certificación RRGG;5/11/2020;5/11/2020;11;1;;NEGOCIO;VIRTUAL;0;Víctor Vera;ASISTIÓ
6510392;Rimac S.A. EPS;34;Femenino;ACTIVO;Empleado;ATENCION AL CLIENTE;MASIVOS FRONT;EJECUTIVO DE SERVICIO;CANALES;DIVISION DISTRIBUCION;NACIONAL;LEARNING;Certificación RRGG;5/11/2020;5/11/2020;11;1;;NEGOCIO;VIRTUAL;0;Víctor Vera;ASISTIÓ
6515732;Rimac Seguros y Reasegrs;29;Masculino;ACTIVO;Empleado;ADMINISTRATIVOS;COLABORADOR;ANALISTA CONTABILIDAD TECNICA;CONTABILIDAD;DIVISION FINANZAS Y CONTROL DE RIESGO;NACIONAL;LEARNING;Certificación RRGG;5/11/2020;5/11/2020;11;1;;NEGOCIO;VIRTUAL;0;Víctor Vera;ASISTIÓ
6525642;Rimac Seguros y Reasegrs;29;Masculino;ACTIVO;Empleado;ADMINISTRATIVOS;COLABORADOR;ANALISTA DE GESTION;BUSINESS PROCESS ENGINEERING;DIVISION DISTRIBUCION;NACIONAL;LEARNING;Certificación RRGG;5/11/2020;5/11/2020;11;1;;NEGOCIO;VIRTUAL;0;Víctor Vera;ASISTIÓ
6526146;Rimac Seguros y Reasegrs;29;Masculino;ACTIVO;Empleado;ADMINISTRATIVOS;COLABORADOR;EJECUTIVO COMERCIAL;NEGOCIOS INTERNACIONALES;DIVISION SEGUROS EMPRESAS;NACIONAL;LEARNING;Certificación RRGG;5/11/2020;5/11/2020;11;1;;NEGOCIO;VIRTUAL;0;Víctor Vera;ASISTIÓ
6536023;Rimac Seguros y Reasegrs;29;Femenino;ACTIVO;Empleado;ATENCION AL CLIENTE;MASIVOS FRONT;REPRESENTANTE ATENCION CONSULTAS;EXPERIENCIA DEL CLIENTE;DIVISION DISTRIBUCION;NACIONAL;LEARNING;Certificación RRGG;5/11/2020;5/11/2020;11;1;;NEGOCIO;VIRTUAL;0;Víctor Vera;ASISTIÓ
6500329;Rimac Seguros y Reasegrs;44;Femenino;ACTIVO;Empleado FFVV;ATENCION AL CLIENTE;MASIVOS FRONT;SUPERVISOR DE VENTAS;CANALES;DIVISION DISTRIBUCION;NACIONAL;LEARNING;Certificación RRGG;5/11/2020;5/11/2020;11;1;;NEGOCIO;VIRTUAL;0;Víctor Vera;ASISTIÓ
6531679;Rimac S.A. EPS;35;Femenino;ACTIVO;Empleado;ADMINISTRATIVOS;COLABORADOR;REPRESENTANTE EN CLIENTES;CORREDORES ESTRATEGICOS;DIVISION SEGUROS EMPRESAS;NACIONAL;LEARNING;Certificación RRGG;5/11/2020;5/11/2020;11;1;;NEGOCIO;VIRTUAL;0;Víctor Vera;ASISTIÓ
6539805;Rimac S.A. EPS;29;Femenino;ACTIVO;Empleado;ADMINISTRATIVOS;COLABORADOR;REPRESENTANTE EN CLIENTES;CORREDORES ESTRATEGICOS;DIVISION SEGUROS EMPRESAS;NACIONAL;LEARNING;Certificación RRGG;5/11/2020;5/11/2020;11;1;;NEGOCIO;VIRTUAL;0;Víctor Vera;ASISTIÓ
6541624;Rimac Seguros y Reasegrs;26;Femenino;ACTIVO;Empleado;ADMINISTRATIVOS;COLABORADOR;ANALISTA PLANEAMIENTO Y GESTION RECURSOS;PLANEAMIENTO Y GESTION DE RECURSOS;TECNOLOGIA DE INFORMACION;NACIONAL;LEARNING;Certificación RRGG;5/11/2020;5/11/2020;11;1;;NEGOCIO;VIRTUAL;0;Víctor Vera;ASISTIÓ
6521239;Rimac Seguros y Reasegrs;34;Masculino;ACTIVO;Empleado;ADMINISTRATIVOS;COLABORADOR;ANALISTA SR PLANEAMIENTO Y GEST DE RECUR;PLANEAMIENTO Y GESTION DE RECURSOS;TECNOLOGIA DE INFORMACION;NACIONAL;LEARNING;Certificación RRGG;5/11/2020;5/11/2020;11;1;;NEGOCIO;VIRTUAL;0;Víctor Vera;ASISTIÓ
6500222;Rimac Seguros y Reasegrs;58;Masculino;ACTIVO;Sub-Gerente;GERENCIAL;SGTE;SUBGERENTE DE VEHICULOS;PRODUCTO VEHICULAR;DIVISION SEGUROS PERSONAS Y SALUD;NACIONAL;LEARNING;Certificación RRGG;5/11/2020;5/11/2020;11;1;;NEGOCIO;VIRTUAL;0;Víctor Vera;ASISTIÓ
6542476;Rimac Seguros y Reasegrs;27;Masculino;ACTIVO;Jefe;ADMINISTRATIVOS;JEFE;ASISTENTE ADMINISTRATIVO;CORPORATIVO Y ESTADO;DIVISION SEGUROS EMPRESAS;NACIONAL;LEARNING;Certificación RRGG;5/11/2020;5/11/2020;11;1;;NEGOCIO;VIRTUAL;0;Víctor Vera;ASISTIÓ
6500887;Rimac Seguros y Reasegrs;45;Masculino;ACTIVO;Empleado;ADMINISTRATIVOS;COLABORADOR;EJECUTIVO CONTROL DE CALIDAD;EMISION;DIVISION DISTRIBUCION;NACIONAL;LEARNING;Certificación RRGG;5/11/2020;5/11/2020;11;1;;NEGOCIO;VIRTUAL;0;Víctor Vera;ASISTIÓ
6538382;Rimac Seguros y Reasegrs;44;Femenino;ACTIVO;Empleado;ADMINISTRATIVOS;COLABORADOR;ESPECIALISTA PREVENCION RRGG;SUSCRIPCION RIESGOS PATRIMONIALES;DIVISION SEGUROS EMPRESAS;NACIONAL;LEARNING;Certificación RRGG;5/11/2020;5/11/2020;11;1;;NEGOCIO;VIRTUAL;0;Víctor Vera;ASISTIÓ
6540766;Rimac Seguros y Reasegrs;27;Masculino;ACTIVO;Jefe;ADMINISTRATIVOS;JEFE;SCRUM MASTER;CENTRO EXCELENCIA AGIL;TRANSFORMACION AGIL;NACIONAL;LEARNING;Certificación RRGG;5/11/2020;5/11/2020;11;1;;NEGOCIO;VIRTUAL;0;Víctor Vera;ASISTIÓ
6538412;Rimac Seguros y Reasegrs;33;Masculino;ACTIVO;Empleado;ADMINISTRATIVOS;COLABORADOR;ANALISTA DE DESARROLLO;DESARROLLO TI;TECNOLOGIA DE INFORMACION;NACIONAL;LEARNING;Certificación RRGG;5/11/2020;5/11/2020;11;1;;NEGOCIO;VIRTUAL;0;Víctor Vera;ASISTIÓ
6501555;Rimac Seguros y Reasegrs;43;Masculino;ACTIVO;Empleado;ADMINISTRATIVOS;COLABORADOR;ANALISTA DE REQUERIMIENTOS;DESARROLLO TI;TECNOLOGIA DE INFORMACION;NACIONAL;LEARNING;Certificación RRGG;5/11/2020;5/11/2020;11;1;;NEGOCIO;VIRTUAL;0;Víctor Vera;ASISTIÓ
6527269;Rimac Seguros y Reasegrs;40;Masculino;ACTIVO;Empleado;ADMINISTRATIVOS;COLABORADOR;INVESTIGADOR;PREVENCION DEL FRAUDE;DIVISION FINANZAS Y CONTROL DE RIESGO;NACIONAL;LEARNING;Certificación RRGG;5/11/2020;5/11/2020;11;1;;NEGOCIO;VIRTUAL;0;Víctor Vera;ASISTIÓ
6541629;Rimac S.A. EPS;22;Masculino;ACTIVO;Practicante;PRACTICANTE;PRACTICANTE;PRACTICANTE;SALUD;DIVISION SEGUROS PERSONAS Y SALUD;NACIONAL;LEARNING;Certificación RRGG;5/11/2020;5/11/2020;11;1;;NEGOCIO;VIRTUAL;0;Víctor Vera;ASISTIÓ
6538152;Rimac Seguros y Reasegrs;46;Femenino;ACTIVO;Empleado;ADMINISTRATIVOS;COLABORADOR;ANALISTA PROYECTO DE INFORMACION;TRIBU DATA;INTELIGENCIA ARTIFICIAL Y DATA;NACIONAL;LEARNING;Certificación RRGG;5/11/2020;5/11/2020;11;1;;NEGOCIO;VIRTUAL;0;Víctor Vera;ASISTIÓ
6542384;Rimac Seguros y Reasegrs;26;Femenino;ACTIVO;Empleado;ADMINISTRATIVOS;COLABORADOR;ANALISTA SR TRANSFORMACION DGTAL E INNOV;TRIBU DIGITAL;INNOVACION Y ESTRATEGIA DIGITAL;NACIONAL;LEARNING;Certificación RRGG;5/11/2020;5/11/2020;11;1;;NEGOCIO;VIRTUAL;0;Víctor Vera;ASISTIÓ
6500929;Rimac Seguros y Reasegrs;38;Masculino;ACTIVO;Empleado FFVV;ADMINISTRATIVOS;COLABORADOR;RECAUDADOR;TRIBU VIDA;DIVISION SEGUROS PERSONAS Y SALUD;NACIONAL;LEARNING;Certificación RRGG;5/11/2020;5/11/2020;11;1;;NEGOCIO;VIRTUAL;0;Víctor Vera;ASISTIÓ
6501018;Rimac Seguros y Reasegrs;54;Femenino;ACTIVO;Empleado;ADMINISTRATIVOS;COLABORADOR;EJECUTIVO COMERCIAL PROV;CANALES;DIVISION DISTRIBUCION;NACIONAL;LEARNING;Certificación RRGG;5/11/2020;5/11/2020;11;1;;NEGOCIO;VIRTUAL;0;Víctor Vera;ASISTIÓ
6504957;Rimac S.A. EPS;32;Femenino;ACTIVO;Empleado;ATENCION AL CLIENTE;MASIVOS FRONT;EJECUTIVO DE SERVICIO;CORREDORES ESTRATEGICOS;DIVISION SEGUROS EMPRESAS;NACIONAL;LEARNING;Certificación RRGG;5/11/2020;5/11/2020;11;1;;NEGOCIO;VIRTUAL;0;Víctor Vera;ASISTIÓ
6540539;Rimac Seguros y Reasegrs;34;Femenino;ACTIVO;Empleado;ADMINISTRATIVOS;COLABORADOR;SR SERVICE DESIGNER;COE SERVICE DESIGN;INNOVACION Y ESTRATEGIA DIGITAL;NACIONAL;LEARNING;Certificación RRGG;5/11/2020;5/11/2020;11;1;;NEGOCIO;VIRTUAL;0;Víctor Vera;ASISTIÓ
6529567;Rimac S.A. EPS;35;Femenino;ACTIVO;Empleado;ADMINISTRATIVOS;COLABORADOR;EJECUTIVO DE AFILIACION;CORREDORES ESTRATEGICOS;DIVISION SEGUROS EMPRESAS;NACIONAL;LEARNING;Certificación RRGG;5/11/2020;5/11/2020;11;1;;NEGOCIO;VIRTUAL;0;Víctor Vera;ASISTIÓ
6523264;Rimac S.A. EPS;30;Femenino;ACTIVO;Empleado;ADMINISTRATIVOS;COLABORADOR;EJECUTIVOS SINIESTROS FRONT OFFICE;SALUD;DIVISION SEGUROS PERSONAS Y SALUD;NACIONAL;LEARNING;Certificación RRGG;5/11/2020;5/11/2020;11;1;;NEGOCIO;VIRTUAL;0;Víctor Vera;ASISTIÓ
6541573;Rimac Seguros y Reasegrs;22;Masculino;ACTIVO;Empleado;ADMINISTRATIVOS;COLABORADOR;ANALISTA DE PRICING;PRICING;INTELIGENCIA ARTIFICIAL Y DATA;NACIONAL;LEARNING;Certificación RRGG;5/11/2020;5/11/2020;11;1;;NEGOCIO;VIRTUAL;0;Víctor Vera;ASISTIÓ
6537110;Rimac Seguros y Reasegrs;46;Masculino;ACTIVO;Gerente;GERENCIAL;GTE;GERENTE REASEGUROS Y COASEGUROS;REASEGUROS Y COASEGUROS;DIVISION FINANZAS Y CONTROL DE RIESGO;NACIONAL;LEARNING;Certificación RRGG;5/11/2020;5/11/2020;11;1;;NEGOCIO;VIRTUAL;0;Víctor Vera;ASISTIÓ
6528664;Rimac Seguros y Reasegrs;26;Femenino;ACTIVO;Empleado;ADMINISTRATIVOS;COLABORADOR;ANALISTA DE CRM;TRIBU GESTION DE CLIENTES;DIVISION SEGUROS PERSONAS Y SALUD;NACIONAL;LEARNING;Certificación RRGG;5/11/2020;5/11/2020;11;1;;NEGOCIO;VIRTUAL;0;Víctor Vera;ASISTIÓ
6525198;Rimac Seguros y Reasegrs;32;Masculino;ACTIVO;Empleado;ADMINISTRATIVOS;COLABORADOR;ANALISTA OPERACIONES DE INVERSION;FINANZAS;DIVISION FINANZAS Y CONTROL DE RIESGO;NACIONAL;LEARNING;Certificación RRGG;5/11/2020;5/11/2020;11;1;;NEGOCIO;VIRTUAL;0;Víctor Vera;ASISTIÓ
6507311;Rimac Seguros y Reasegrs;36;Masculino;ACTIVO;Jefe;ADMINISTRATIVOS;JEFE;JEFE RAMOS TECNICOS;TRIBU EMPRESAS;DIVISION SEGUROS EMPRESAS;NACIONAL;LEARNING;Certificación RRGG;5/11/2020;5/11/2020;11;1;;NEGOCIO;VIRTUAL;0;Víctor Vera;ASISTIÓ
6526955;Rimac Seguros y Reasegrs;34;Masculino;ACTIVO;Empleado;ADMINISTRATIVOS;COLABORADOR;ANALISTA DE RESULTADOS;CANALES;DIVISION DISTRIBUCION;NACIONAL;LEARNING;Certificación RRGG;5/11/2020;5/11/2020;11;1;;NEGOCIO;VIRTUAL;0;Víctor Vera;ASISTIÓ
6531018;Rimac Seguros y Reasegrs;39;Masculino;ACTIVO;Jefe;ADMINISTRATIVOS;JEFE;JEFE PREVENCION DE RIESGOS PATRIMONIALES;SUSCRIPCION RIESGOS PATRIMONIALES;DIVISION SEGUROS EMPRESAS;NACIONAL;LEARNING;Certificación RRGG;5/11/2020;5/11/2020;11;1;;NEGOCIO;VIRTUAL;0;Víctor Vera;ASISTIÓ
6541424;Rimac Seguros y Reasegrs;25;Masculino;ACTIVO;Empleado;ADMINISTRATIVOS;COLABORADOR;TRAINEE;TRIBU GESTION DE CLIENTES;DIVISION SEGUROS PERSONAS Y SALUD;NACIONAL;LEARNING;Certificación RRGG;5/11/2020;5/11/2020;11;1;;NEGOCIO;VIRTUAL;0;Víctor Vera;ASISTIÓ
6531219;Rimac S.A. EPS;28;Femenino;ACTIVO;Empleado;ADMINISTRATIVOS;COLABORADOR;CONFIGURADOR DE PRODUCTOS;SALUD;DIVISION SEGUROS PERSONAS Y SALUD;NACIONAL;LEARNING;Certificación RRGG;5/11/2020;5/11/2020;11;1;;NEGOCIO;VIRTUAL;0;Víctor Vera;ASISTIÓ
6540928;Rimac Seguros y Reasegrs;25;Masculino;ACTIVO;Empleado;ATENCION AL CLIENTE;MASIVOS FRONT;REPRESENTANTE BACK EMERGENCIA;EXPERIENCIA DEL CLIENTE;DIVISION DISTRIBUCION;NACIONAL;LEARNING;Certificación RRGG;5/11/2020;5/11/2020;11;1;;NEGOCIO;VIRTUAL;0;Víctor Vera;ASISTIÓ
6540771;Rimac Seguros y Reasegrs;45;Masculino;ACTIVO;Gerente;GERENCIAL;GTE;GERENTE DESARROLLO TI;DESARROLLO TI;TECNOLOGIA DE INFORMACION;NACIONAL;LEARNING;Certificación RRGG;5/11/2020;5/11/2020;11;1;;NEGOCIO;VIRTUAL;0;Víctor Vera;ASISTIÓ
6523847;Rimac S.A. EPS;39;Masculino;ACTIVO;Empleado;ADMINISTRATIVOS;COLABORADOR;EJECUTIVO DE RESOLUCION;SALUD;DIVISION SEGUROS PERSONAS Y SALUD;NACIONAL;LEARNING;Certificación RRGG;5/11/2020;5/11/2020;11;1;;NEGOCIO;VIRTUAL;0;Víctor Vera;ASISTIÓ
6533930;Rimac Seguros y Reasegrs;28;Femenino;ACTIVO;Empleado;ADMINISTRATIVOS;COLABORADOR;ANALISTA PLANEAMIENTO FINANCIERO;FINANZAS;DIVISION FINANZAS Y CONTROL DE RIESGO;NACIONAL;LEARNING;Certificación RRGG;5/11/2020;5/11/2020;11;1;;NEGOCIO;VIRTUAL;0;Víctor Vera;ASISTIÓ
6504699;Rimac S.A. EPS;51;Femenino;ACTIVO;Empleado;ADMINISTRATIVOS;COLABORADOR;EJECUTIVO SR ATENCIONES EN EXTRANJERO;SALUD;DIVISION SEGUROS PERSONAS Y SALUD;NACIONAL;LEARNING;Certificación RRGG;5/11/2020;5/11/2020;11;1;;NEGOCIO;VIRTUAL;0;Víctor Vera;ASISTIÓ
6523755;Rimac S.A. EPS;40;Femenino;ACTIVO;Empleado;ATENCION AL CLIENTE;MASIVOS FRONT;EJECUTIVO DE SERVICIO;CORREDORES ESTRATEGICOS;DIVISION SEGUROS EMPRESAS;NACIONAL;LEARNING;Certificación RRGG;5/11/2020;5/11/2020;11;1;;NEGOCIO;VIRTUAL;0;Víctor Vera;ASISTIÓ
6540386;Rimac Seguros y Reasegrs;39;Masculino;ACTIVO;Jefe;ADMINISTRATIVOS;JEFE;JEFE GESTION COMERCIAL;CANALES;DIVISION DISTRIBUCION;NACIONAL;LEARNING;Certificación RRGG;5/11/2020;5/11/2020;11;1;;NEGOCIO;VIRTUAL;0;Víctor Vera;ASISTIÓ
6500289;Rimac Seguros y Reasegrs;55;Femenino;ACTIVO;Empleado FFVV;ATENCION AL CLIENTE;MASIVOS FRONT;SUPERVISOR DE VENTAS;CANALES;DIVISION DISTRIBUCION;NACIONAL;LEARNING;Certificación RRGG;5/11/2020;5/11/2020;11;1;;NEGOCIO;VIRTUAL;0;Víctor Vera;ASISTIÓ
6532407;Rimac Seguros y Reasegrs;37;Masculino;ACTIVO;Jefe;ADMINISTRATIVOS;JEFE;GESTOR DE PRICING;PRICING;INTELIGENCIA ARTIFICIAL Y DATA;NACIONAL;LEARNING;Certificación RRGG;5/11/2020;5/11/2020;11;1;;NEGOCIO;VIRTUAL;0;Víctor Vera;ASISTIÓ
6508643;Rimac Seguros y Reasegrs;38;Femenino;ACTIVO;Empleado;ADMINISTRATIVOS;COLABORADOR;ANALISTA CONTABILIDAD TECNICA;CONTABILIDAD;DIVISION FINANZAS Y CONTROL DE RIESGO;NACIONAL;LEARNING;Certificación RRGG;5/11/2020;5/11/2020;11;1;;NEGOCIO;VIRTUAL;0;Víctor Vera;ASISTIÓ
6504884;Rimac S.A. EPS;37;Masculino;ACTIVO;Empleado;ADMINISTRATIVOS;COLABORADOR;EJECUTIVO AUDITORIA ADMINISTRATIVA;SALUD;DIVISION SEGUROS PERSONAS Y SALUD;NACIONAL;LEARNING;Certificación RRGG;5/11/2020;5/11/2020;11;1;;NEGOCIO;VIRTUAL;0;Víctor Vera;ASISTIÓ
6525920;Rimac Seguros y Reasegrs;27;Masculino;ACTIVO;Jefe;ADMINISTRATIVOS;JEFE;SCRUM MASTER;CENTRO EXCELENCIA AGIL;TRANSFORMACION AGIL;NACIONAL;LEARNING;Certificación RRGG;5/11/2020;5/11/2020;11;1;;NEGOCIO;VIRTUAL;0;Víctor Vera;ASISTIÓ
6525231;Rimac Seguros y Reasegrs;33;Femenino;ACTIVO;Empleado;ADMINISTRATIVOS;COLABORADOR;BUSINESS PROCESS ENGINEER;BUSINESS PROCESS ENGINEERING;DIVISION DISTRIBUCION;NACIONAL;LEARNING;Certificación RRGG;5/11/2020;5/11/2020;11;1;;NEGOCIO;VIRTUAL;0;Víctor Vera;ASISTIÓ
6533927;Rimac Seguros y Reasegrs;30;Masculino;ACTIVO;Empleado;ATENCION AL CLIENTE;MASIVOS FRONT;REPRESENTANTE ATENCION CONSULTAS;EXPERIENCIA DEL CLIENTE;DIVISION DISTRIBUCION;NACIONAL;LEARNING;Certificación RRGG;5/11/2020;5/11/2020;11;1;;NEGOCIO;VIRTUAL;0;Víctor Vera;ASISTIÓ
6514861;Rimac S.A. EPS;42;Femenino;ACTIVO;Empleado;ADMINISTRATIVOS;COLABORADOR;REPRESENTANTE EN CLIENTES;CORREDORES ESTRATEGICOS;DIVISION SEGUROS EMPRESAS;NACIONAL;LEARNING;Certificación RRGG;5/11/2020;5/11/2020;11;1;;NEGOCIO;VIRTUAL;0;Víctor Vera;ASISTIÓ
6540314;Rimac Seguros y Reasegrs;30;Femenino;ACTIVO;Empleado;ADMINISTRATIVOS;COLABORADOR;AUDITOR SR;AUDITORIA DE PROCESOS;AUDITORIA INTERNA;NACIONAL;LEARNING;Certificación RRGG;5/11/2020;5/11/2020;11;1;;NEGOCIO;VIRTUAL;0;Víctor Vera;ASISTIÓ
6521925;Rimac Seguros y Reasegrs;37;Femenino;ACTIVO;Empleado;ADMINISTRATIVOS;COLABORADOR;ANALISTA SR COMUNICACION EXTERNA;COMUNICACION EXTERNA;DIVISION LEGAL Y REGULACION;NACIONAL;LEARNING;Certificación RRGG;5/11/2020;5/11/2020;11;1;;NEGOCIO;VIRTUAL;0;Víctor Vera;ASISTIÓ
6525623;Rimac Seguros y Reasegrs;33;Masculino;ACTIVO;Empleado;ADMINISTRATIVOS;COLABORADOR;EJECUTIVO CENTRO DE INFORMACION;SINIESTROS VEHICULARES;DIVISION SEGUROS PERSONAS Y SALUD;NACIONAL;LEARNING;Certificación RRGG;5/11/2020;5/11/2020;11;1;;NEGOCIO;VIRTUAL;0;Víctor Vera;ASISTIÓ
6502790;Rimac Seguros y Reasegrs;41;Masculino;ACTIVO;Empleado;ADMINISTRATIVOS;COLABORADOR;ANALISTA DE SOPORTE;ROYAL;DIVISION SEGUROS PERSONAS Y SALUD;NACIONAL;LEARNING;Certificación RRGG;5/11/2020;5/11/2020;11;1;;NEGOCIO;VIRTUAL;0;Víctor Vera;ASISTIÓ
