id;age;fnlwgt;education-num;race;sex;capital-gain;capital-loss;hours-per-week;native-country
3801;30;219838;8; White; Male;0;0;40;USA
3802;28;19395;10; White; Female;0;0;38;USA
3803;31;223327;9; White; Male;0;0;40;USA
3804;52;114062;9; White; Female;0;0;40;USA
3805;36;95654;13; White; Female;0;0;50;Others
3806;38;177305;9; White; Male;0;0;45;USA
3807;63;117681;11; White; Male;0;0;40;USA
3808;21;237651;10; White; Male;0;0;35;USA
3809;33;150570;9; White; Male;0;0;40;USA
3810;46;106705;10; White; Female;1506;0;50;USA
3811;47;175958;13; White; Male;3325;0;60;USA
3812;33;144064;16; White; Male;0;0;55;USA
3813;28;152951;9; White; Male;0;0;40;USA
3814;46;190487;9; White; Female;0;0;28;Others
3815;25;306666;10; Black; Male;0;0;45;USA
3816;37;195148;9; White; Male;3137;0;40;USA
3817;31;226624;5; White; Male;0;0;60;USA
3818;49;157569;9; White; Male;0;0;40;USA
3819;22;22966;10; White; Male;0;0;20;USA
3820;52;379682;11; White; Female;0;0;20;USA
3821;29;446559;12; White; Female;0;0;50;USA
3822;18;41794;7; White; Female;0;0;20;USA
3823;31;90409;10; White; Male;0;0;35;USA
3824;23;125491;10;Other; Female;0;0;35;Others
3825;54;104748;6; White; Male;0;0;65;USA
3826;50;169182;9; White; Female;0;0;49;Others
3827;24;122272;13; White; Female;0;0;40;USA
3828;49;289707;9; White; Male;0;0;45;USA
3829;54;137691;9; White; Male;0;0;40;USA
3830;41;84610;13; White; Male;0;1902;60;USA
3831;49;166789;9; White; Male;0;0;40;USA
3832;36;348728;13; White; Female;0;0;35;USA
3833;23;348092;9; Black; Male;0;0;40;Others
3834;63;154526;10; White; Female;0;0;40;USA
3835;67;288371;9; White; Male;0;0;40;Others
3836;23;182342;9; White; Male;0;0;40;USA
3837;22;244366;13; White; Male;0;0;40;USA
3838;66;102423;11; White; Male;0;0;30;USA
3839;25;259688;7; White; Male;0;0;50;USA
3840;30;98733;10; White; Female;0;0;20;USA
3841;35;174856;9; White; Male;2885;0;40;USA
3842;67;141797;4; White; Male;0;0;40;USA
3843;30;327202;8; Black; Male;0;0;40;USA
3844;26;76996;10; Black; Female;0;0;38;USA
3845;34;260560;9; White; Male;0;0;40;USA
3846;21;370990;10; White; Male;0;0;40;USA
3847;18;129010;8; White; Male;0;0;10;USA
3848;21;452640;9; White; Male;0;0;40;USA
3849;76;120796;5; White; Male;0;0;40;USA
3850;26;229523;9; White; Female;0;0;56;USA
3851;18;127388;8; White; Female;0;0;25;USA
3852;34;119422;11; White; Male;0;1672;50;USA
3853;59;193895;9; White; Female;0;0;40;USA
3854;55;163083;13; White; Male;14084;0;45;USA
3855;33;155343;10; White; Male;0;0;72;USA
3856;25;73895;9; White; Female;0;0;10;USA
3857;48;107682;9; White; Female;0;0;10;USA
3858;64;321166;13; White; Female;0;0;5;USA
3859;47;154940;14; White; Female;0;0;45;USA
3860;26;103700;10; White; Female;0;0;40;USA
3861;36;63509;12; White; Male;0;0;48;USA
3862;21;243842;9; White; Male;0;0;40;USA
3863;30;58597;9; White; Male;0;0;44;USA
3864;41;190290;9; White; Male;0;0;40;USA
3865;34;62165;10; Black; Male;0;0;30;USA
3866;24;280134;6; White; Male;0;0;49;Others
3867;26;118736;13; White; Female;0;0;20;USA
3868;25;171114;9; White; Female;0;0;48;USA
3869;35;169638;10; White; Female;0;0;36;USA
3870;41;125461;10; White; Male;0;0;40;USA
3871;33;145434;7; White; Male;0;0;40;USA
3872;18;152182;10; White; Female;0;0;25;USA
3873;27;233724;9; White; Male;0;0;38;USA
3874;32;153963;9; White; Female;0;0;35;USA
3875;51;88120;9; Black; Male;0;0;40;USA
3876;38;96330;11; Black; Female;0;0;40;USA
3877;41;66118;10; White; Female;0;0;25;USA
3878;26;182178;10; White; Male;2829;0;40;USA
3879;38;53628;11; White; Male;0;0;35;USA
3880;54;174865;5; White; Male;0;0;45;USA
3881;30;66194;13; White; Female;0;0;60;Others
3882;31;73796;10; White; Female;0;0;30;USA
3883;26;28366;13; White; Male;0;0;40;USA
3884;75;231741;16; White; Male;4931;0;3;USA
3885;29;237865;14; Black; Male;0;0;40;USA
3886;61;195453;9; White; Male;0;0;50;USA
3887;24;116934;10; White; Female;0;0;45;USA
3888;34;456399;12; White; Male;0;0;40;USA
3889;42;263608;10; White; Male;0;0;40;USA
3890;24;263498;7; White; Male;0;0;40;USA
3891;27;469705;9; Black; Male;0;1980;40;USA
3892;39;113253;13; White; Female;0;0;50;USA
3893;20;138768;9; White; Male;0;0;40;USA
3894;51;302146;7; Black; Female;0;0;40;USA
3895;68;253866;13; White; Male;0;0;30;USA
3896;28;214858;9; White; Male;0;0;48;USA
3897;43;243476;9; White; Female;0;0;40;USA
3898;35;169104;10; White; Male;0;0;40;USA
3899;44;103218;9; Black; Female;0;0;40;USA
3900;41;57233;13; White; Male;0;0;40;USA
3901;44;228320;9; White; Male;0;0;45;USA
3902;20;217421;9; White; Female;0;0;40;USA
3903;46;185041;9; White; Male;0;0;75;USA
3904;27;37302;12; White; Male;7688;0;70;USA
3905;32;261059;10; White; Male;0;0;50;USA
3906;46;59767;10; White; Male;0;0;50;USA
3907;26;333541;9; White; Male;0;0;24;USA
3908;20;133352;10;Other; Female;0;0;40;Others
3909;36;99270;9; White; Female;0;0;40;USA
3910;49;204629;13; White; Male;0;0;40;USA
3911;32;34104;9; White; Male;3103;0;55;USA
3912;32;312667;13; White; Male;15024;0;50;USA
3913;49;329603;13; White; Male;0;1902;40;USA
3914;36;281021;9; White; Male;0;0;45;USA
3915;22;275385;10; White; Male;0;0;25;USA
3916;52;129177;9; White; Female;0;0;40;USA
3917;42;385591;9; White; Male;0;0;50;USA
3918;72;38360;9; White; Female;0;0;16;USA
3919;30;73796;13; White; Female;0;0;40;USA
3920;44;67671;10; White; Male;0;0;40;USA
3921;23;257621;13; White; Female;0;0;45;USA
3922;22;180052;10; White; Male;0;0;20;USA
3923;59;656036;13; White; Male;0;0;60;USA
3924;46;215943;9; White; Female;0;0;40;USA
3925;30;488720;11; White; Male;0;0;40;Others
3926;64;199298;4; White; Female;0;0;30;Others
3927;31;305692;10; Black; Female;0;0;40;USA
3928;64;114994;9; White; Male;0;0;20;USA
3929;45;88265;9; White; Female;0;0;40;USA
3930;59;168569;9; White; Male;0;1887;40;USA
3931;32;175413;9; Black; Female;0;0;40;Others
3932;43;161226;13;Other; Male;0;0;40;USA
3933;23;208598;10; White; Male;0;0;45;USA
3934;49;200471;9; White; Male;0;0;40;USA
3935;32;256609;8; White; Male;0;0;40;Others
3936;49;176684;11; White; Female;0;0;40;USA
3937;33;206512;10; White; Male;0;0;40;USA
3938;28;212640;15; White; Female;0;0;85;USA
3939;47;148724;9; Black; Male;0;0;40;USA
3940;41;266510;9; White; Male;0;0;40;USA
3941;34;240252;14; White; Male;0;0;40;USA
3942;25;358975;9; White; Female;0;0;35;USA
3943;21;434710;10; White; Female;0;0;15;USA
3944;46;241844;5; White; Male;0;0;40;USA
3945;37;191342;2;Other; Male;0;0;40;Others
3946;41;221947;10; White; Male;0;0;56;USA
3947;44;111483;9; White; Male;0;1504;50;USA
3948;30;65278;9; White; Male;0;0;40;USA
3949;54;133403;10; White; Male;0;0;40;USA
3950;35;166416;9; White; Male;0;0;99;USA
3951;21;221480;10; White; Female;0;0;25;Others
3952;35;189878;14; White; Male;0;0;40;USA
3953;35;278403;15; White; Male;0;0;80;USA
3954;19;184710;10; White; Male;0;0;20;USA
3955;48;177775;9; White; Female;0;0;40;USA
3956;65;225473;10; White; Female;0;0;35;USA
3957;40;289403;13; Black; Male;0;0;35;USA
3958;26;269060;9; White; Female;0;0;40;USA
3959;45;449354;10; White; Male;0;0;40;USA
3960;26;214413;10; White; Male;0;0;40;USA
3961;32;80058;9; White; Male;0;0;40;USA
3962;35;202027;13; White; Male;27828;0;50;USA
3963;22;123440;10; White; Male;0;0;48;USA
3964;37;191524;11; White; Female;0;0;38;USA
3965;25;308144;13; White; Male;0;0;40;Others
3966;46;205100;11; White; Male;0;0;48;USA
3967;30;195750;9; White; Male;0;0;27;USA
3968;63;149756;12; White; Male;0;0;40;USA
3969;51;240358;9; White; Male;0;0;40;USA
3970;68;241174;4; White; Male;0;0;16;USA
3971;36;356838;16; White; Male;0;0;50;Others
3972;28;115705;10; White; Male;0;0;50;USA
3973;41;137142;10; White; Male;0;0;40;USA
3974;47;296066;10; White; Male;0;0;40;USA
3975;22;401335;10; Black; Female;0;0;30;USA
3976;34;186824;15; White; Male;15024;0;40;USA
3977;46;162187;13; White; Male;0;0;40;USA
3978;28;98010;10; White; Female;0;0;40;USA
3979;36;172538;9; White; Male;0;0;52;USA
3980;18;80163;10; White; Female;0;0;20;USA
3981;33;43959;14; White; Male;7688;0;50;USA
3982;51;162632;9; White; Male;7298;0;60;USA
3983;56;115422;9; White; Male;0;0;35;USA
3984;54;100933;9; White; Female;0;0;40;USA
3985;29;270379;9; Black; Female;0;0;40;USA
3986;40;20109;10;Other; Female;0;0;84;USA
3987;53;114758;14; White; Male;15024;0;65;USA
3988;22;100345;9; White; Male;0;0;35;USA
3989;33;184901;9; White; Male;0;0;40;USA
3990;28;87239;9; White; Male;0;0;50;USA
3991;63;127363;10; White; Female;0;0;12;USA
3992;53;199720;16; White; Male;15024;0;60;Others
3993;37;143058;6; White; Male;0;0;50;USA
3994;50;36489;10; White; Male;0;0;40;USA
3995;22;141698;9; White; Male;0;0;40;USA
3996;40;26358;12; White; Female;0;0;40;USA
3997;22;195532;13; White; Female;8614;0;40;USA
3998;21;30039;10; White; Male;0;0;40;USA
3999;25;125159;12; Black; Male;0;0;40;Others
4000;20;246250;10; White; Female;0;0;40;USA
4001;43;77370;9; White; Male;0;0;40;USA
4002;29;355569;11; White; Female;0;0;50;USA
4003;32;180603;13; White; Male;0;0;40;USA
4004;42;201785;14; White; Male;0;0;50;USA
4005;33;256211;9;Other; Male;0;0;40;Others
4006;27;146764;10; White; Female;0;0;40;USA
4007;29;200515;10; White; Male;0;0;38;USA
4008;29;52636;9; White; Male;0;0;40;USA
4009;20;27049;10; White; Female;0;0;20;USA
4010;35;111128;6; White; Male;0;0;40;USA
4011;31;348038;13; White; Male;0;1902;50;Others
4012;33;93930;9; White; Male;0;0;50;USA
4013;67;397831;10; White; Male;0;1539;40;USA
4014;46;33794;10; White; Male;0;0;10;USA
4015;45;178215;5; White; Female;0;0;40;USA
4016;17;191910;7; White; Male;0;0;20;USA
4017;35;340110;13; White; Male;0;1848;70;USA
4018;48;133694;13; Black; Male;0;0;40;Others
4019;49;148398;9; Black; Female;0;0;40;USA
4020;20;133515;10; White; Female;0;0;40;USA
4021;27;181667;9; White; Male;5013;0;46;Others
4022;64;159715;10; White; Male;0;0;20;USA
4023;53;174040;10; Black; Male;0;0;40;USA
4024;52;117700;9; White; Female;0;0;40;USA
4025;29;37215;9; White; Male;0;0;55;USA
4026;32;46807;9; White; Male;99999;0;40;USA
4027;48;317360;13; White; Female;0;0;20;USA
4028;30;425627;10; White; Male;0;0;40;Others
4029;34;82623;9; White; Male;0;0;20;USA
4030;39;140854;9; White; Male;0;0;50;USA
4031;28;185061;7; White; Male;0;0;40;USA
4032;54;282680;13; White; Female;0;0;50;USA
4033;24;137591;10; White; Male;0;1762;40;USA
4034;25;198163;9; White; Female;0;0;40;USA
4035;25;132749;7; White; Female;0;0;12;USA
4036;48;31264;10; White; Female;5178;0;40;USA
4037;24;399449;13; White; Female;0;0;40;USA
4038;31;27494;10;Other; Male;0;0;50;Others
4039;47;368561;10; White; Male;0;0;40;USA
4040;19;406078;10; White; Female;0;0;25;USA
4041;52;100506;10; White; Male;15024;0;50;USA
4042;52;29658;9; White; Male;0;0;40;USA
4043;60;181953;9; White; Male;0;0;28;USA
4044;43;304175;14; White; Male;0;0;50;USA
4045;24;170070;12; White; Female;0;0;30;USA
4046;51;194908;9; White; Female;0;0;40;USA
4047;38;357962;5; White; Male;0;0;40;USA
4048;21;214716;10; White; Female;0;0;10;USA
4049;40;207578;9; White; Male;0;0;50;USA
4050;54;146409;10; White; Female;0;0;40;USA
4051;35;341643;13; White; Male;0;0;50;USA
4052;52;131631;7; Black; Male;0;0;40;USA
4053;53;88842;9; White; Male;99999;0;40;USA
4054;35;417136;9; Black; Male;0;0;40;USA
4055;43;336763;10; White; Female;0;880;42;USA
4056;29;209301;13; White; Male;0;0;40;Others
4057;29;120986;9;Other; Male;0;0;65;USA
4058;27;51025;9; White; Female;0;0;40;USA
4059;58;218281;13; White; Male;0;0;40;Others
4060;64;114994;9; White; Male;0;0;18;USA
4061;53;335481;9; Black; Female;0;0;32;USA
4062;21;174503;9; White; Female;0;0;30;USA
4063;40;230478;12; White; Male;0;0;30;USA
4064;52;149650;16; White; Male;0;0;40;Others
4065;38;149419;11; White; Male;0;0;50;USA
4066;39;185099;9; White; Male;0;0;40;USA
4067;68;128472;16; White; Male;0;0;55;USA
4068;24;124971;9; White; Male;0;0;38;USA
4069;40;344060;15; White; Male;0;0;50;USA
4070;43;286750;15; Black; Male;0;0;99;USA
4071;38;296999;13; White; Female;0;0;70;USA
4072;45;123681;9; White; Male;0;0;40;USA
4073;18;232024;7; White; Male;0;0;55;USA
4074;57;52267;14; White; Male;0;0;50;USA
4075;49;119182;9; Black; Female;0;0;35;USA
4076;25;191230;10; White; Female;0;0;40;Others
4077;52;23780;10; White; Male;0;0;40;USA
4078;56;184553;6; White; Male;0;0;56;USA
4079;26;242651;10; White; Male;0;0;48;USA
4080;19;246226;9; White; Female;0;0;40;USA
4081;25;86745;13;Other; Female;0;0;40;USA
4082;25;106889;9; White; Female;0;0;30;USA
4083;21;460835;9; White; Male;0;0;45;USA
4084;48;213140;4; White; Male;0;0;40;Others
4085;33;37070;14; White; Male;0;0;60;Others
4086;31;93589;9;Other; Male;0;0;40;USA
4087;26;213258;9; White; Male;0;0;65;USA
4088;37;46814;13; White; Male;0;0;38;USA
4089;20;284737;10; White; Male;0;0;20;USA
4090;49;197418;9; White; Female;0;0;20;USA
4091;49;185041;14; White; Male;0;1977;40;USA
4092;51;159604;10; White; Female;0;0;40;USA
4093;40;123557;10; White; Male;0;0;40;USA
4094;24;275421;11; White; Female;0;0;40;USA
4095;18;167147;8; White; Male;0;0;24;USA
4096;41;197583;6; Black; Male;0;0;40;USA
4097;46;175109;9; White; Male;0;1485;40;USA
4098;46;117502;9; White; Female;0;0;40;USA
4099;64;180401;6; White; Male;0;0;40;USA
4100;50;146603;15; White; Male;0;0;40;USA
4101;53;143822;14; White; Male;0;0;36;USA
4102;21;51985;9; White; Male;0;0;40;USA
4103;22;48121;10; White; Male;0;0;25;USA
4104;37;234807;13; White; Female;7430;0;45;USA
4105;39;65324;15; White; Male;0;0;55;USA
4106;30;302149;13;Other; Male;0;0;40;Others
4107;25;168403;13; White; Male;0;1741;40;USA
4108;26;159897;10; Black; Female;0;0;40;USA
4109;43;416338;13; White; Male;0;0;50;USA
4110;59;370615;9; White; Female;0;0;60;USA
4111;27;219371;9; White; Female;0;0;40;Others
4112;55;120970;6; Black; Male;0;0;40;USA
4113;20;22966;10; White; Male;0;0;12;Others
4114;25;34541;11; White; Female;0;0;36;Others
4115;28;191027;12; White; Male;0;0;40;USA
4116;29;107458;13; White; Male;0;0;50;USA
4117;60;121832;7; White; Male;0;0;40;USA
4118;37;233825;13; White; Female;15024;0;50;USA
4119;25;73839;7; White; Female;0;0;40;USA
4120;27;109165;10; White; Male;0;0;60;USA
4121;50;103063;13; White; Male;0;0;40;USA
4122;41;29762;10; White; Male;5013;0;70;USA
4123;46;111979;4; White; Male;0;0;47;USA
4124;35;150125;11; Black; Female;0;0;40;USA
4125;40;118001;9; Black; Male;0;0;40;USA
4126;49;149337;13; White; Male;0;0;40;USA
4127;29;36601;13; White; Female;0;0;50;USA
4128;43;118600;13; White; Female;0;625;40;USA
4129;39;279272;12; Black; Male;0;0;60;USA
4130;35;181020;9; White; Male;0;0;60;USA
4131;52;165998;10; White; Male;0;0;40;USA
4132;25;218136;10; Black; Male;0;0;40;Others
4133;20;182200;9; White; Female;0;0;30;USA
4134;24;140001;13; White; Male;0;0;40;USA
4135;29;193260;13;Other; Male;0;0;30;Others
4136;21;191243;10; White; Male;0;0;40;USA
4137;37;207887;13; White; Female;0;0;50;USA
4138;43;211450;9; White; Male;0;0;40;USA
4139;19;184759;9; White; Female;0;0;26;USA
4140;47;197836;9; White; Male;0;0;45;USA
4141;61;232308;9; White; Male;0;0;45;USA
4142;35;301614;9; White; Male;0;0;60;USA
4143;60;146674;6; Black; Male;0;0;40;USA
4144;27;225291;10; White; Female;0;0;40;USA
4145;57;148509;13;Other; Male;0;0;35;Others
4146;56;136413;2; White; Male;0;0;40;USA
4147;27;126060;9; White; Female;0;0;40;USA
4148;47;73064;4; Black; Female;0;0;35;USA
4149;19;39026;9; White; Male;0;0;30;USA
4150;28;33035;8; White; Female;0;0;30;USA
4151;43;193494;6; White; Male;0;0;40;USA
4152;63;147440;10; White; Female;0;0;35;USA
4153;25;64671;9;Other; Female;0;0;40;Others
4154;35;225399;9; White; Male;8614;0;40;USA
4155;20;174391;9; White; Female;0;0;40;USA
4156;48;377757;6; White; Male;0;0;70;USA
4157;30;364310;13; Black; Female;0;0;40;Others
4158;31;110643;13; White; Male;0;0;40;USA
4159;20;70240;9;Other; Female;0;0;24;Others
4160;57;32694;14; White; Male;0;0;50;USA
4161;41;95047;11; White; Female;7688;0;44;USA
4162;33;264936;9; White; Female;0;0;40;USA
4163;27;367329;11; White; Male;0;0;40;USA
4164;34;56026;9; White; Male;0;0;60;USA
4165;22;186452;6; White; Male;0;0;30;USA
4166;50;125417;12; Black; Female;0;0;40;USA
4167;40;242082;13; White; Male;0;0;45;USA
4168;37;31023;9; White; Male;0;0;51;USA
4169;53;424079;14; White; Male;15024;0;55;USA
4170;38;108947;10; White; Male;7688;0;40;USA
4171;25;261979;9; White; Male;0;0;40;USA
4172;51;55507;9; Black; Male;0;0;40;USA
4173;18;353358;10; White; Male;0;0;16;USA
4174;41;67339;7; White; Male;7688;0;40;USA
4175;33;235109;9; White; Female;0;0;40;USA
4176;33;208180;13; White; Female;0;0;40;USA
4177;67;423561;10; White; Male;0;0;40;USA
4178;47;145290;9; White; Male;0;2415;50;USA
4179;24;403671;10; White; Male;0;0;40;USA
4180;32;49325;4; White; Male;0;0;40;USA
4181;29;370494;9; White; Female;0;0;40;Others
4182;25;267012;11; White; Male;0;0;45;USA
4183;33;191856;10; White; Female;0;0;40;USA
4184;55;80445;13; White; Male;0;0;40;USA
4185;31;379798;10; White; Male;0;0;40;USA
4186;32;168387;14; White; Male;0;0;50;USA
4187;18;301948;9; White; Male;34095;0;3;USA
4188;36;274809;9; White; Female;0;0;50;USA
4189;58;233193;9; White; Female;0;0;27;USA
4190;34;299635;14; White; Male;0;1902;50;USA
4191;19;236396;7; White; Male;0;0;40;USA
4192;21;688355;9; Black; Female;0;0;40;USA
4193;36;37019;9; White; Male;0;0;50;USA
4194;37;148015;13; Black; Female;15024;0;40;USA
4195;43;122975;9; Black; Female;0;0;21;Others
4196;52;349795;13; White; Male;0;0;40;USA
4197;43;108945;10; White; Female;0;0;38;USA
4198;22;237498;9; White; Male;0;0;40;USA
4199;57;188872;3; White; Male;6497;0;40;USA
4200;37;324019;12; White; Female;0;0;40;USA
4201;39;82488;10;Other; Female;0;0;38;USA
4202;54;206964;10; White; Male;0;0;40;USA
4203;27;37088;12; White; Male;0;0;40;USA
4204;21;152540;9; White; Female;0;0;35;USA
4205;65;143554;10; White; Female;0;0;38;USA
4206;30;126242;10; White; Female;0;0;40;USA
4207;22;127185;5; White; Female;0;0;40;USA
4208;26;164018;13; White; Male;4064;0;50;USA
4209;25;210184;7; White; Male;0;0;40;USA
4210;47;124973;11; White; Male;15024;0;50;USA
4211;23;182117;12; White; Male;0;0;60;USA
4212;42;220049;9; Black; Male;0;0;40;USA
4213;39;247975;10;Other; Male;0;0;30;USA
4214;55;50164;16; White; Male;0;0;60;USA
4215;24;123160;14;Other; Female;0;0;10;Others
4216;53;79324;9; White; Male;0;0;40;USA
4217;44;129100;7; Black; Female;0;0;60;USA
4218;40;210275;9; Black; Female;0;0;40;USA
4219;48;189462;10; White; Male;7688;0;40;USA
4220;26;171114;11; White; Female;0;0;35;USA
4221;22;201799;9; White; Female;0;0;40;USA
4222;43;191149;9; White; Female;0;0;40;USA
4223;37;34173;9; White; Female;0;0;25;USA
4224;30;350979;9;Other; Male;0;0;40;Others
4225;41;147314;9;Other; Male;0;0;50;USA
4226;38;136081;15; White; Male;0;0;60;USA
4227;42;373403;9; White; Male;0;0;50;USA
4228;20;120601;9; Black; Male;0;0;40;USA
4229;36;130926;13; White; Female;3674;0;40;USA
4230;32;72338;11;Other; Male;0;0;40;USA
4231;27;129624;13; White; Male;0;0;40;USA
4232;25;328697;10; White; Male;0;0;45;USA
4233;40;191196;14; White; Male;0;0;40;USA
4234;49;110243;13; White; Male;0;0;45;USA
4235;17;181580;7; White; Female;0;0;16;USA
4236;29;89030;9; White; Female;0;0;40;USA
4237;47;345493;15;Other; Male;99999;0;55;Others
4238;24;277700;10; White; Male;0;0;45;USA
4239;29;250679;9; White; Male;0;0;40;USA
4240;45;168837;10; White; Female;0;0;24;Others
4241;30;142675;8; White; Male;0;0;50;USA
4242;19;299050;10; White; Male;0;0;20;USA
4243;59;107833;6; White; Male;0;1485;40;USA
4244;47;121958;4; White; Female;0;0;30;USA
4245;41;282948;10; Black; Male;3137;0;40;USA
4246;28;176683;12; White; Male;0;0;40;Others
4247;46;34377;12; White; Male;0;0;40;USA
4248;40;209833;10; White; Male;0;0;60;USA
4249;66;41506;6; Black; Female;0;0;40;USA
4250;44;147206;10; White; Male;0;0;12;USA
4251;58;93664;9; White; Male;15024;0;60;USA
4252;21;315065;4; White; Male;0;0;48;Others
4253;59;381851;5; Black; Female;0;0;40;USA
4254;35;185769;10; White; Male;0;0;40;USA
4255;45;186272;5; Black; Male;5178;0;40;USA
4256;30;312667;9; White; Male;0;0;40;USA
4257;33;343925;9; Black; Male;0;0;40;Others
4258;26;195994;10; White; Female;0;0;15;USA
4259;48;398843;10; Black; Female;0;0;35;USA
4260;31;73514;9;Other; Female;0;0;40;USA
4261;36;288049;9; White; Male;0;0;45;USA
4262;48;54759;9; White; Female;0;0;38;USA
4263;30;155343;9; White; Male;5013;0;40;USA
4264;33;401104;9; White; Male;0;0;50;USA
4265;53;113995;13; White; Male;0;0;45;USA
4266;38;111499;10; White; Male;7298;0;50;USA
4267;34;34374;10; White; Male;0;0;50;USA
4268;45;162187;13; White; Male;0;0;52;USA
4269;33;147654;11; White; Male;0;0;60;USA
4270;35;182467;11; White; Female;0;0;44;USA
4271;22;183970;9; Black; Male;0;0;40;USA
4272;35;332588;9; White; Female;0;0;30;USA
4273;45;26781;9;Other; Male;0;0;8;USA
4274;17;48610;7; White; Male;0;0;45;USA
4275;50;162632;9; White; Male;0;0;45;USA
4276;38;91711;13; White; Male;0;0;50;USA
4277;33;198003;10; White; Male;7298;0;50;USA
4278;25;262778;13; White; Female;6849;0;50;USA
4279;64;102470;9; White; Male;0;0;40;USA
4280;62;123170;10; White; Male;0;0;10;USA
4281;32;164243;9; White; Male;0;0;60;USA
4282;17;262511;7; White; Male;0;0;20;USA
4283;61;51170;9; White; Male;0;0;55;USA
4284;40;91949;16; Black; Female;0;0;40;USA
4285;21;123727;9; White; Female;0;0;40;USA
4286;39;173175;13; White; Male;15024;0;50;USA
4287;35;120301;10; White; Male;0;0;45;USA
4288;29;250967;11; White; Male;0;0;40;USA
4289;27;285432;12; Black; Male;0;0;40;USA
4290;20;36235;12; White; Female;0;0;40;USA
4291;51;110965;14; White; Male;0;0;40;USA
4292;45;123283;9; Black; Female;0;0;15;USA
4293;31;152940;10; White; Male;0;0;40;USA
4294;29;376680;9; Black; Male;0;0;40;USA
4295;56;231232;13; White; Male;0;0;30;Others
4296;55;168625;10; White; Female;0;0;12;USA
4297;26;33939;10; White; Male;0;0;20;USA
4298;46;155659;10; White; Male;15024;0;45;USA
4299;32;190228;9; White; Male;0;0;40;USA
4300;28;216178;9; White; Male;0;0;40;USA
4301;27;587310;4; White; Male;0;0;35;Others
4302;23;155919;5; White; Male;0;0;40;Others
4303;59;227386;6; White; Male;0;0;40;USA
4304;26;138152;8;Other; Male;0;0;48;Others
4305;36;167482;6; White; Male;0;0;40;USA
4306;18;57957;9; White; Female;0;0;15;USA
4307;33;157747;5; White; Male;0;0;70;USA
4308;60;88570;11; White; Female;0;0;15;Others
4309;40;273308;9; White; Female;0;0;48;Others
4310;48;216292;9; White; Male;0;0;43;USA
4311;27;131298;6; White; Male;0;0;48;USA
4312;19;386378;10; White; Male;0;0;20;USA
4313;38;179668;13; White; Male;0;0;50;USA
4314;26;210812;10; White; Male;0;0;43;USA
4315;45;311671;11; White; Male;3908;0;40;USA
4316;20;215247;10; White; Female;0;0;20;USA
4317;32;125856;9; White; Male;0;0;40;USA
4318;22;74631;10; White; Female;0;0;13;USA
4319;22;24008;9; White; Male;0;0;40;USA
4320;38;354591;9; Black; Female;114;0;38;USA
4321;34;155343;9; White; Male;0;1848;50;USA
4322;46;308334;2;Other; Female;0;0;30;Others
4323;39;245361;13; White; Female;0;0;25;USA
4324;79;158319;9; White; Female;0;0;24;USA
4325;24;314823;9; White; Male;0;0;40;Others
4326;31;211334;10; White; Male;2407;0;65;USA
4327;37;73199;13;Other; Male;3137;0;77;Others
4328;23;126550;9; White; Male;0;0;40;USA
4329;31;260782;10; White; Male;0;1579;45;Others
4330;29;114224;13; White; Male;0;0;40;USA
4331;22;64292;13; White; Female;0;0;43;USA
4332;55;219775;9; White; Female;0;0;38;USA
4333;43;212894;9; White; Male;0;0;40;USA
4334;23;260019;4;Other; Male;0;0;36;Others
4335;29;228075;9; White; Male;0;0;35;Others
4336;22;239806;11; White; Female;0;0;40;Others
4337;22;324637;10; White; Male;0;0;42;USA
4338;25;163620;9; White; Male;7298;0;84;USA
4339;29;194200;10; White; Male;0;0;45;USA
4340;25;129200;10; Black; Male;0;0;40;USA
4341;33;207172;9; White; Female;0;0;40;USA
4342;33;135312;13; White; Male;0;0;40;USA
4343;31;100734;16; White; Female;0;0;28;USA
4344;30;226443;14; White; Male;0;1887;45;USA
4345;55;110871;13; White; Male;0;0;40;USA
4346;36;192704;8; White; Male;4650;0;50;USA
4347;28;78870;13; White; Male;8614;0;40;USA
4348;42;107762;14; White; Male;0;0;40;USA
4349;51;183611;12; White; Male;0;0;55;Others
4350;62;249078;13; Black; Female;0;0;40;USA
4351;65;208452;10; White; Male;0;0;35;USA
4352;23;302195;13; White; Male;0;0;40;USA
4353;47;379118;4; Black; Male;0;0;60;USA
4354;50;174855;9; White; Female;0;0;40;USA
4355;32;39369;13; White; Male;0;0;40;USA
4356;37;196348;10; White; Male;0;0;40;USA
4357;31;340917;9; White; Male;14344;0;40;USA
4358;76;97077;6; Black; Female;0;0;12;USA
4359;54;200098;13; Black; Female;0;0;60;USA
4360;32;127651;13; White; Male;0;0;40;USA
4361;31;315128;10; White; Female;0;0;52;USA
4362;31;206823;13; White; Male;0;0;50;USA
4363;65;316093;15; White; Male;0;1668;40;USA
4364;30;112115;9; White; Male;0;0;60;Others
4365;21;250051;10; White; Female;0;0;10;USA
4366;40;298635;14;Other; Male;0;1902;40;Others
4367;26;109193;10; White; Female;0;0;40;USA
4368;18;130849;7; White; Female;0;0;8;USA
4369;34;43959;9; White; Male;0;0;50;USA
4370;44;27242;10; White; Male;0;0;60;USA
4371;30;53158;12; White; Female;0;0;40;USA
4372;36;206520;13; White; Male;0;0;40;USA
4373;31;164190;10; White; Male;0;0;50;USA
4374;22;287988;10; White; Male;0;0;20;USA
